მეერთისა	Pantokrator
წინააღმდგომობა-ჲ	Widerstand
ნარდომობა-ჲ	Liegen
მიმომრდომობა-ჲ	Umherbewegen, Umherhasten; Umherbewegen, Umherhasten
მჴდომობა-ჲ	Feindschaft, Streit
მკრთომობა-ჲ	Gelüste
მცთომობა-ჲ	Fehler
მიმომცთომობა-ჲ	Umherlungern
ჰრომობა-ჲ	Römertum
უსმობა-ჲ	Unbotmäßigkeit
თანამოწმობა-ჲ	Bezeugen; Bezeugen
ახალჴმობა-ჲ	Neubenennung
უჴმობა-ჲ	Schweigen
წინადაცუეთილებისაგანობა-ჲ	Beschneidung
წინადაუცუეთელობისაგანობა-ჲ	Unbeschnittenheit
ძუელითგანობა-ჲ	Ursprung, Anfang
ზემოჲთგანობა-ჲ	Anfang
მისგანობა-ჲ	Zugehörigkeit
საცთურეანობა-ჲ	Irrtum, Falschheit
მრავალსაცთურეანობა-ჲ	große Verführung, große Gefahr
ქრისტეანობა-ჲ	Christentum; Christentum
სახარულევანობა-ჲ	Freude; Freude
მჩივანობა-ჲ	Klage
ფრთოვანობა-ჲ	Besitz von Flügeln
ტჳრთიანობა-ჲ	Belastung
სისხლიანობა-ჲ	Blutvergießen
ძე-მამიანობა-ჲ	Modalismus, Monarchianismus, Sabellianismus
თმიანობა-ჲ	Haar
გუარიანობა-ჲ	Hochadel
საცთურიანობა-ჲ	Irrtum, Falschheit; Irrtum, Falschheit
ულვაშიანობა-ჲ	Schnurrbärtigkeit
წუთხიანობა-ჲ	Vereiterung
ჴორჴიანობა-ჲ	Laut, Geschrei
მანქანობა-ჲ	List, Tücke; List, Tücke
მიყდნობა-ჲ	Stützen, Anlehnen
რავდენობა-ჲ	Maß, Menge, Anzahl; Maß, Menge, Anzahl
ეგოდენობა-ჲ	solche Größe
ესოდენობა-ჲ	eine so große Zahl
ფრჩხილისოდენობა-ჲ	Winzigkeit
ჩუკენობა-ჲ	Feigheit, Onanie
ბრპენობა-ჲ	Blei, Bleimetall
ჴელოვნობა-ჲ	Meisterschaft, Handwerk, Beruf; Meisterschaft, Handwerk, Beruf
ჰავჴელოვნობა-ჲ	Schlechtigkeit, Bosheit, Bösartigkeit; Schlechtigkeit, Bosheit, Bösartigkeit
მაღლოვნობა-ჲ	Hochmut
ხუროვნობა-ჲ	Zimmermannsarbeit, Handwerk; Zimmermannsarbeit, Handwerk
მოლაზნობა-ჲ	Mönchsein, Nonnesein, Mönchwerden, Nonnewerden; Mönchsein, Nonnesein,
უაზნობა-ჲ	Sklaverei, Unfreiheit
ვინობა-ჲ	Herkunft; Herkunft
მრავალქორწინობა-ჲ	häufiges Heiraten
თარგმნობა-ჲ	übersetzen, Kommentieren; übersetzen, Kommentieren
ჳპატიონობა-ჲ	Stellung eines Hypatios (byz. Titel)
დიაკონობა-ჲ	Arbeit als Diakon
კერძოდიაკონობა-ჲ	Hypodiakonenamt
მთავარდიაკონობა-ჲ	Amt des Archidiakons
მეთეატრონობა-ჲ	Theaterliebe
ლიტონობა-ჲ	Einfachheit, Schlichtheit
მარზაპნობა-ჲ	Amt des Provinzverwalters in Persien
ხარჭოსნობა-ჲ	Besitz einer Nebenfrau
სიტყუამეტნობა-ჲ	Geschwätzigkeit
უმეტნობა-ჲ	Mäßigkeit
მებოსტნობა-ჲ	Gemüseanbau
თანაცნობა-ჲ	Verstehen, Erfahren
წინაცნობა-ჲ	Vorauserkennen, Vorausbegreifen
მეცნობა-ჲ	Verstehen, Begreifen; Verstehen, Begreifen
წინაჲთცნობა-ჲ	Vorauserkennen, Vorausempfinden
მართლცნობა-ჲ	richtiges Verstehen
წინაჲსწარცნობა-ჲ	Vorauserkennen, Vorauserfahren
მეღჳნობა-ჲ	Sauferei; Sauferei
უღჳნობა-ჲ	Verbot des Weintrinkens
უმჴნობა-ჲ	Furchtsamkeit, Feigheit; Furchtsamkeit, Feigheit
საღელვოობა-ჲ	Aufregung, Betrübnis
უღელვოობა-ჲ	Ruhe, Friedlichkeit
საღმრთოობა-ჲ	Göttlichkeit
სამღდელოობა-ჲ	Priesterschaft
უსამართლოობა-ჲ	Ungerechtigkeit; Ungerechtigkeit
საუფლოობა-ჲ	Göttlichkeit
მაღლოობა-ჲ	Hochmut; Hochmut
დაუსაბამოობა-ჲ	Anfangslosigkeit; Anfangslosigkeit
თანადაუსაბამოობა-ჲ	Anfangslosigkeit, Ewigkeit; Anfangslosigkeit, Ewigkeit
წუერგამოობა-ჲ	Bartsprießen, Reifwerden
უჟამოობა-ჲ	Unzeitigkeit, Ungelegenheit; Unzeitigkeit, Ungelegenheit
უნუგეშინისცემოობა-ჲ	Trostlosigkeit, Verzweiflung
უსაზომოობა-ჲ	Maßlosigkeit
უდაბნოობა-ჲ	Einöde, unbesiedelte Gegend; Einöde, unbesiedelte Gegend
უთნოობა-ჲ	Unreinheit, Abscheulichkeit
სასიკუდინოობა-ჲ	Todesgefahr, Tödlichkeit
უჩინოობა-ჲ	Unsichtbarkeit, Verborgenheit; Unsichtbarkeit, Verborgenheit
საუკუნოობა-ჲ	ewiges Leben, Ewigkeit; ewiges Leben, Ewigkeit
უმჴნოობა-ჲ	Furchtsamkeit, Feigheit
უცხედროობა-ჲ	Wachsamkeit, Ungebettetheit
საჭიროობა-ჲ	Notwendigkeit; Notwendigkeit
სასოობა-ჲ	Hoffnung; Hoffnung
სამარადისოობა-ჲ	Ewigkeit; Ewigkeit
სამეუფოობა-ჲ	Königshof
პირმშოობა-ჲ	Erstgeburt; Erstgeburt
უანდერძოობა-ჲ	Testamentslosigkeit
ოთხკერძოობა-ჲ	Viereckigkeit
ზუხოობა-ჲ	Fröhlichkeit
სწორპატიჟობა-ჲ	gleiche Bestrafung
მომკუდარობა-ჲ	Tod, Sterben
შემხედვარობა-ჲ	Hoffnung
სატკივარობა-ჲ	Schmerz
უტკივარობა-ჲ	fehlendes Mitleid
მტყუვარობა-ჲ	Lügen
სიტყუამტყუვარობა-ჲ	Lüge
უზარობა-ჲ	Fleiß
ესევითარობა-ჲ	solche Art
ზიარობა-ჲ	Teilnahme, Anteilnahme, Gleichheit, Gleichgesonnenheit, Teilnahme; Teilnahme, Anteilnahme, Gleichheit, Gleichgesonnenheit, Teilnahme an der hl. Kommunion / am hl. Abendmahl
დევტალარობა-ჲ	Amt des Stellvertreters des Leiters / Bischofs / Abts
მომყმარობა-ჲ	Hunger
საჴმარობა-ჲ	Verwenden, Brauchen
მოცინარობა-ჲ	Lachen; Lachen
სტუმართმოყუარობა-ჲ	Gastfreundschaft; Gastfreundschaft
შემწუარობა-ჲ	Verbranntheit
მყეფარობა-ჲ	Bellen
მოფიცარობა-ჲ	Meineidschwören
თანამოფიცარობა-ჲ	Sichverschwören
ნებისაებრობა-ჲ	Willkür
ძალისაებრობა-ჲ	Vermögen, Imstandesein
სხუებრობა-ჲ	Unterschied, Verschiedenheit
ცუდადმზუაობრობა-ჲ	Hochmut, Stolz
თანამჴედრობა-ჲ	Kampfgefährtenschaft
მდიდრობა-ჲ	Reichtum; Reichtum
თანამკჳდრობა-ჲ	Zusammenleben, Beischlaf
საერობა-ჲ	Staatskasse
მშჳნვიერობა-ჲ	Atmen
ნივთიერობა-ჲ	Materialität; Materialität
ღმრთისამიერობა-ჲ	Göttlichkeit
ზომიერობა-ჲ	Mäßigkeit; Mäßigkeit
საქმიერობა-ჲ	Eigentumsklage
პირშუენიერობა-ჲ	Schönheit; Schönheit
ქონიერობა-ჲ	Besitz, Habe, Reichtum; Besitz, Habe, Reichtum
წესიერობა-ჲ	Ordnung, Reihenfolge, Gesetzlichkeit
მაქუსიერობა-ჲ	Besitz, Habe, Reichtum; Besitz, Habe, Reichtum
მტიერობა-ჲ	Glatzköpfigkeit
ნაყოფიერობა-ჲ	Fruchtbarkeit; Fruchtbarkeit
თითოფერობა-ჲ	Unterschiedlichkeit; Unterschiedlichkeit
ცეცხლისფერობა-ჲ	Röte
მწუანისფერობა-ჲ	Grün
ოქროჲსფერობა-ჲ	Goldfarbe
ქუეყანითმომღერობა-ჲ	Wahrsagen aus der Erde
სიტყჳერობა-ჲ	Reden, Redekunst, Sprache; Reden, Redekunst, Sprache
მეოთხედმთავრობა-ჲ	Tetrarchie
მამათმთავრობა-ჲ	Erzbischofsamt
ღმერთმთავრობა-ჲ	göttliche Macht
უმშჯავრობა-ჲ	Ungerechtigkeit; Ungerechtigkeit
მრავალბევრობა-ჲ	Vielzahl, Menge
მოუქცევრობა-ჲ	Unumkehrbarkeit
მრავალნაწევრობა-ჲ	Festigkeit
სიტყუამჭევრობა-ჲ	Redekunst, Rhetorik
მტყუვრობა-ჲ	Lügen; Lügen
უსაზღვრობა-ჲ	Grenzenlosigkeit; Grenzenlosigkeit
თეთრობა-ჲ	weiße Farbe
საკუთრობა-ჲ	Zugehörigkeit, Eigenschaft; Zugehörigkeit, Eigenschaft
ქველპირობა-ჲ	guter Rat
პირისპირობა-ჲ	Unmittelbarkeit
სიტყუადუხჭირობა-ჲ	Lästerung
პადიმრობა-ჲ	Gefangennahme
საჴმრობა-ჲ	Bedarf
ჰავმოისრობა-ჲ	Fehlschießen mit dem Pfeil
მონასტრობა-ჲ	Klosterleben
მსტრობა-ჲ	Beobachten, Spähen, Spionieren; Beobachten, Spähen, Spionieren
მესძეურობა-ჲ	Säugen
მეთევზურობა-ჲ	Fischfang
სოფლურობა-ჲ	Weltlichkeit, Irdischkeit, Leben auf nichtkirchliche Art
გარემეღამურობა-ჲ	übernachten im Freien
თანამოსუმურობა-ჲ	Fest, Zecherei, Gelage
საზეპურობა-ჲ	Erlesenheit
ზედამსტურობა-ჲ	Aufsicht
ტყირბისმსტურობა-ჲ	Wahrsagerei aus der Leber, Eingeweideschau
ღჳძლისმსტურობა-ჲ	Leberschau, Leberorakel
მძღურობა-ჲ	Führung
მჴედართმძღურობა-ჲ	Feldherrenamt
წინამოძღურობა-ჲ	Führung
უმოძღურობა-ჲ	Lehrerlosigkeit
მემახურობა-ჲ	Fallenstellen, Heimtücke
მტკუეფრობა-ჲ	überziehen, Bedecken
უწინამძღრობა-ჲ	Lehrerlosigkeit, Führerlosigkeit
წინადაპყრობა-ჲ	Besitz, Herrschaft
ჴელაპყრობა-ჲ	Erheben der Hände
ჴელისაპყრობა-ჲ	Hilfe, Unterstützung
ჴელითპყრობა-ჲ	Führung mit der Hand
აღჳრთპყრობა-ჲ	Führen, Leiten
ყურისმიპყრობა-ჲ	Anhören
ჴელპყრობა-ჲ	Anfassen, Helfen
მისწრობა-ჲ	rechtzeitiges Hingelangen
მარტჳრობა-ჲ	Martyrium; Martyrium
უაღჳრობა-ჲ	Zügellosigkeit
უსაყოველთაესობა-ჲ	größte Allgemeinheit
უცხადესობა-ჲ	große Klarheit
უდიდესობა-ჲ	Mehrheit, Führung, führende Größe
უწმიდესობა-ჲ	größte Reinheit
უნარჩევესობა-ჲ	schlechteste Situation
უმდაბლესობა-ჲ	äußerste Kleinheit
უმახლობელესობა-ჲ	äußerstes Nahestehen
უპირველესობა-ჲ	frühere Existenz
უსასურველესობა-ჲ	äußerste Erwünschtheit
უუცთომელესობა-ჲ	größte Wahrheit
უსაშინელესობა-ჲ	äußerste Gefahr
უძუელესობა-ჲ	hohes Alter
უტკბილესობა-ჲ	starke Süße
უგანგრძობილესობა-ჲ	längere Dauer
უადვილესობა-ჲ	Leichtigkeit
უწარჩინებულესობა-ჲ	herausragende Größe
უსრულესობა-ჲ	Vollständigkeit, Vollkommenheit
უმკჳრცხლესობა-ჲ	äußerste Schnelligkeit
უმრწემესობა-ჲ	Jüngersein, Gehorsam
უმძიმესობა-ჲ	äußerste Schwierigkeit, äußerste Grausamkeit
უნაკლულევანესობა-ჲ	schlechtere Lage
უგულსმოდგინესობა-ჲ	höchste Bereitwilligkeit
უმოლხინესობა-ჲ	äußerste Besserung
უპატიოსნესობა-ჲ	überaus große Kostbarkeit / Verehrungswürdigkeit
უსაღმრთოესობა-ჲ	überaus große Heiligkeit
უსაჩინოესობა-ჲ	Deutlichkeit, Klarheit
უდარესობა-ჲ	Geringheit, Minderheit
უკაცთმოყუარესობა-ჲ	überaus große Menschenfreundlichkeit
უძლიერესობა-ჲ	übergroße Stärke
უმძლავრესობა-ჲ	äußerste Stärke
უსაკუთრესობა-ჲ	Erlesenheit
უფროჲს-უმცირესობა-ჲ	Mehr- oder Minderheit
უუძლურესობა-ჲ	überaus große Schwäche
უმოძღურესობა-ჲ	äußerste Klugheit
უჭეშმარიტესობა-ჲ	größte Wahrheit
უსუბუქესობა-ჲ	Leichtigkeit, Leichtheit
დღესობა-ჲ	heutige Zeit, Moderne
უბილწესობა-ჲ	Unreinheit, große Verworfenheit
სამარადისობა-ჲ	Ewigkeit
მთავარმამასახლისობა-ჲ	Amt des Oberabts
საჭურისობა-ჲ	Eunuchentum
დიდფასისობა-ჲ	Teuerung, Teuerkeit
ენკრატისობა-ჲ	Nonnentum
პოტირიტისობა-ჲ	Vertretung
კომსობა-ჲ	Dienst am Königshof und für den Staat
სჳნკლიტიკოსობა-ჲ	Amt eines Senatsmitglieds
მიმოსობა-ჲ	Mimen, Nachahmen
ებისკოპოსობა-ჲ	Bischofsamt; Bischofsamt
მთავარებისკოპოსობა-ჲ	Amt des Erzbischofs; Amt des Erzbischofs
საეპისკოპოსობა-ჲ	Bischofsstadt, Bistum
მაგისტროსობა-ჲ	Würde des Magistros
ეპარხოსობა-ჲ	Stellvertretung des Königs
თანაარსობა-ჲ	Ewigkeit, Einheit
კეთილარსობა-ჲ	geordnetes Leben, ordentliches Leben
უარსობა-ჲ	Nichtexistenz
ღირსობა-ჲ	Würde, Ehre; Würde, Ehre
ხუცსობა-ჲ	Priesterschaft
უმოლხინჱსობა-ჲ	äußerste Besserung
პეტობა-ჲ	Fürstenamt
დრკუობა-ჲ	Heimtücke
წყლტუობა-ჲ	Kahlköpfigkeit
უიეფობა-ჲ	Unbilligkeit
თანამყოფობა-ჲ	Zusammenleben, Unterstützen; Zusammenleben, Unterstützen
მოწფობა-ჲ	Schülersein
პატრეაქობა-ჲ	Patriarchenamt
დედაქალაქობა-ჲ	Hauptstadt, Hauptstadtstatus
ქსენადოქობა-ჲ	Herbergsleitung
ქსენადუქობა-ჲ	Herbergsleitung; Herbergsleitung
უულვაშობა-ჲ	Schnurrbartlosigkeit
ფარაშობა-ჲ	Hausdienst
შამუშობა-ჲ	Erregung, Aufregung
სრულმამაკაცობა-ჲ	Mannesreife
მრავალკაცობა-ჲ	Friedhof
ნატაცობა-ჲ	Rauben, Entführen
სამკეცობა-ჲ	Dreifachheit
ორკეცობა-ჲ	Verdoppelung, Schwanken
ლეყეცობა-ჲ	Streit
ფიცობა-ჲ	Schwören; Schwören
ცილფიცობა-ჲ	Schwören eines Meineids; Schwören eines Meineids
ცრუფიცობა-ჲ	Schwören eines Meineids; Schwören eines Meineids
ერთჴორცობა-ჲ	Einigkeit, Einheit
ცილფუცობა-ჲ	Schwören eines Meineids
უღუაწობა-ჲ	Verwahrlosung, Mangel, Armut
ლირწობა-ჲ	Unreinheit, Unordentlichkeit
ჭელჭობა-ჲ	Sparsamkeit, Geiz
მომზრახობა-ჲ	Reden, Sprechen; Reden, Sprechen
ცუდმოზრახობა-ჲ	Lügen
პასუხობა-ჲ	Antworten
მზაპასუხობა-ჲ	Etymologie
ურიცხობა-ჲ	Unzähligkeit; Unzähligkeit
მორცხობა-ჲ	Schüchternheit
უმარჯობა-ჲ	Ungeschicklichkeit; Ungeschicklichkeit
თანასრბა-ჲ	Begleiten
წინასრბა-ჲ	überholen, zu frühes Kommen
მისრბა-ჲ	Hinrennen
მოსრბა-ჲ	Herrennen, Herlaufen
თანაწარსრბა-ჲ	Vorbeirennen, Vorüberrennen
წუმწუბა-ჲ	Schwefel; Schwefel
ერთკერძო-ჲ და-ჲ	Halbschwester
ველისზედა-ჲ	Nomade
ნაფურცლისზედა-ჲ	Traubenpflückrest
დაჭედა-ჲ	Schmieden
ფერწმიდა-ჲ	von reiner Farbe
ჴორცწმიდა-ჲ	angenehm, mit reiner Haut
განსყიდა-ჲ	Verkaufen
პატიჟის-მიჴდა-ჲ	Bestrafen
სიტყჳს-მიჴდა-ჲ	Rechenschaftslegung
სესხის მოჴდა-ჲ	Zurückforderung geliehenen Geldes
თანაწარჴდა-ჲ	Sichvomhalsschaffen
ვა-ჲ	Weh
კუებვა-ჲ	Ernährung
ზედხედვა-ჲ	Aussehen, Anblick
ზედამიხედვა-ჲ	Nachsehen, Beaufsichtigen
უკუნზიდვა-ჲ	Zurückziehen, Zurückzerren
მისყიდვა-ჲ	Verkauf
მშჳლდვა-ჲ	Schießen mit Pfeil und Bogen
სარბევა-ჲ	Laufen, Rennen
მოკუმევა-ჲ	Beweihräuchern
შესუმევა-ჲ	Trinkenlassen, Tränken
მიმოგანბნევა-ჲ	Verstreuen
ქმნევა-ჲ	Machenlassen
შეცურევა-ჲ	Abkühlung
მოცურევა-ჲ	Pflücken, Sammeln
თანააღრევა-ჲ	Vermischen
ღრღუევა-ჲ	Zerstören
წინააღრჩევა-ჲ	Auslese, Auswahl
კუალადქცევა-ჲ	Umwendung, Zurückwendung
კეთილადქცევა-ჲ	Schnelligkeit
უკუანქცევა-ჲ	Rückkehr
უკუნქცევა-ჲ	Zurückkehren, Zurückschicken, Zurückgeben, Zurückweichen
ზურგუკუნქცევა-ჲ	Umdrehen, Umkehr
ზურგუკუქცევა-ჲ	Umdrehen, Umkehr, Zuwenden des Rückens
გამოძევა-ჲ	Untersuchen, Herausfinden, Ermitteln
საკურთხევა-ჲ	Segnen
თანაშეთხზვა-ჲ	Vereinen
აღშფოთვა-ჲ	Empörung, Erregung
წინაგანმართვა-ჲ	Belehrung
პურისრთვა-ჲ	Einladen
მიდამომალვა-ჲ	Sichverstecken an verschiedenen Orten
ჩათუალვა-ჲ	Zählen
შემშჭუალვა-ჲ	Verbinden, Verknüpfen, Durchdringen
ნათლვა-ჲ	Taufen
თანახილვა-ჲ	Sehen, Erblicken
ზეგარდამოხილვა-ჲ	Herabblicken
ძჳრისხილვა-ჲ	Bosheit
გემოჲსხილვა-ჲ	Kosten, Essen
ზეაღხილვა-ჲ	Hinaufsehen, Emporsehen
კაცის-კლვა-ჲ	Töten, Mord
წამლვა-ჲ	Vergiften, Verzaubern
მიწდოლვა-ჲ	Verstehen
შელტოლვა-ჲ	Hineinrennen, Zufluchtsuchen
მივლტოლვა-ჲ	Flucht
განვლტოლვა-ჲ	Entfliehen, Flucht
მოლტოლვა-ჲ	rasches Herkommen, Sichaufdrängen
მსხუერპლვა-ჲ	Opfern
გზის-სლვა-ჲ	Reisen
ზედამოსლვა-ჲ	Kommen, Angreifen
თანაშთამოსლვა-ჲ	Herabkommen
უკმოსლვა-ჲ	Rückkehr, Umkehr
ნავისსლვა-ჲ	Schiffahrt
მირულვა-ჲ	Einschlummern
ნავღულვა-ჲ	Erbitterung, Verbitterung
შერჩულვა-ჲ	Lehren, Unterrichten, Unterweisung
შეუღლვა-ჲ	Verbindung, Verknüpfung
მოკუფხლვა-ჲ	Pflücken
განკაზმვა-ჲ	Vorbereiten
ძღუანვა-ჲ	Wegsenden; Führen
წინაძღუანვა-ჲ	Führung
წარძღუანვა-ჲ	Begleitetwerden, Weggehen
წინაწარძღუანვა-ჲ	Führung
კუთნვა-ჲ	Einheit, Gruppe
ჟრუნვა-ჲ	Schaudern, Schauder
რჩუნვა-ჲ	Beschlagen, Verzieren
აღნიშნვა-ჲ	Bezeichnen, Bestimmen, Ernennen
მოზჳნვა-ჲ	rundherum Auftürmen
კრკჳნვა-ჲ	Fürsorge, Betreuung
დურტჳნვა-ჲ	Empörung, Unzufriedenheit, Aufruhr; Empörung, Unzufriedenheit, Aufruhr
მშჳნვა-ჲ	Atmen
მეგლოვა-ჲ	Trauer
ქედმაღლოვა-ჲ	Hochmut
მოქუსოვა-ჲ	Weben; Weben
მიმოდათხოვა-ჲ	Bitten, Flehen, Fürsorge
განთხოვა-ჲ	Heiraten (von der Frau), Verheiraten (einer Frau)
მოზოპვა-ჲ	Prahlen, Lügen
ჰაზრვა-ჲ	Hellsehen, Wahrsagen
შეზუმირვა-ჲ	Einreiben mit Myrrhe
ჟამისწირვა-ჲ	Gottesdienst, Messe
ჰამრვა-ჲ	Zählung, Rechnung
ძორვა-ჲ	Opfern
მიმოძრვა-ჲ	Schwanken
მიმოგანთესვა-ჲ	Verstreuen
ცეცხლითმოწუვა-ჲ	Verbrennen im Feuer
წისქჳლისქვა-ჲ	Mühlstein
უკუზღვა-ჲ	Bezahlung, Entgelt, Vergütung
შერწყვა-ჲ	Verbinden, Vereinen
წინაცვა-ჲ	Wachen, Bewachen
მოძრცვა-ჲ	Abnehmen, Ausziehen, Wegnehmen; Abnehmen, Ausziehen, Wegnehmen
ეჭვა-ჲ	Zweifel, Argwohn; Zweifel, Argwohn
მოზრახვა-ჲ	Schwätzen, Quatschen
ძჳრისზრახვა-ჲ	Lästern
სახისგამოსახვა-ჲ	Ausdrücken, Gleichnis
წიგნისკითხვა-ჲ	Lesen, Lesen und Schreiben
შაჰვა-ჲ	Huren
ღჳვა-ჲ	Wacholder
ტყჳვა-ჲ	Blei; Blei
სადილობისა გზა-ჲ	vom Morgen bis zum Frühstück zurückzulegender Weg
ჩუეულება-ჲ დედათა-ჲ	Menstruation
მჭევრობა-ჲ სიტყუათა-ჲ	Redekunst
გარდასრულობა-ჲ დღეთა-ჲ	Alter
მიდგმა-ჲ თუალთა-ჲ	Ansehen
იგია-ჲ	sie (eine Frau)
ჯერაკუმია-ჲ	Altenheim
ლოღარია-ჲ	Berechnen
ექუსორია-ჲ	Vertreibung, Austreibung, Verbannung; Vertreibung, Austreibung, Verbannung
მოღუაწია-ჲ	Arbeiterin, Schaffende, Wirkende, Fürsorgende, Nonne
ურვილაკა-ჲ	armer Tropf
მუჴლთდრეკა-ჲ	Niederknien
მუჴლდრეკა-ჲ	Niederknien; Niederknien
ქუემოდრეკა-ჲ	Unterwürfigkeit
მუჴლთმოდრეკა-ჲ	Niederknien
მიმოდრეკა-ჲ	Hin- und Herbiegen
ფუვინკა-ჲ	ein Vogel
აპკა-ჲ	Haut, Schale
უბადრუკა-ჲ	Armseliger
მჴევალა-ჲ	Dienerin, Magd, Sklavin
უფალა-ჲ	Frau, Königin
ფათილა-ჲ	eine Arznei
კაპილა-ჲ	Laden, Schenke; Inhaber eines Ladens / einer Schenke
ნაწილა-ჲ	kleiner Teil
ლაკლა-ჲ	Brett, Teller, Schüssel, Schale
მიმოსრბოლა-ჲ	Hin- und Herrennen, Geschäftigkeit
სივტოლა-ჲ	Fliehen, Flucht; Fliehen, Flucht
თანამიყოლა-ჲ	Folgen
თანაშთამოყოლა-ჲ	Herabbegleiten
თანააღყოლა-ჲ	Folgen, Hinauffolgen, Nachtun
თანამიწოლა-ჲ	Sichhinlegen
სხოლა-ჲ	Leibgarde des Kaisers
სიკრულა-ჲ	Wahrsagevorrichtung
ქათამა-ჲ	kleines Huhn
დედა-მამა-ჲ	Eltern
ნათლისმამა-ჲ	Taufpate
პურისჭამა-ჲ	Essen, Speisen
ინაჴის-დგმა-ჲ	Decken der Tafel
თუალთმიდგმა-ჲ	Ansehen, Blicken
ჴელისგანდგმა-ჲ	Verrichten, Tätigkeit
ლაშქრისმოდგმა-ჲ	Umzingeln, Belagern
კარვისდგმა-ჲ	Zeltaufstellen, Fest des Zeltaufstellens
დაგუემა-ჲ	Schlagen, Quälen
თავყანის-ცემა-ჲ	Verehrung
თანანუგეშინის-ცემა-ჲ	Mitfühlen, Trösten
ცხჳრ-დაცემა-ჲ	Niesen
ცხჳრის-დაცემა-ჲ	Niesen
ჴელითდაცემა-ჲ	Onanie
თანაწარცემა-ჲ	Schicken, Senden
რიმა-ჲ	Wort
წინადადგომა-ჲ	Widerstand, Kampf
ზედადგომა-ჲ	Leiten
ზედააღდგომა-ჲ	Widerstand
წინააღდგომა-ჲ	Widerstand
ზეაღდგომა-ჲ	Aufstehen
დადრგომა-ჲ	Stehenbleiben, Haltmachen
წარმოვრდომა-ჲ	Geschehen, Machen
თანადახუდომა-ჲ	Antreffen, Einwilligen
ზეშთაჯდომა-ჲ	Vorsitzen, Vorsitz
წინაჯდომა-ჲ	Vorsitz
პირველადჯდომა-ჲ	Sitzen am Ehrenplatz
პირველჯდომა-ჲ	Vorsitzen, Leiten
ზემოჯდომა-ჲ	Obensitzen, Vornsitzen, Vorsitz
შეზომა-ჲ	Vergleich
ქუეყანისგანზომა-ჲ	Geometrie
წარმოცთომა-ჲ	Verführen, Verleiten, Verfehlen
დგრომა-ჲ	Stehen, Stehenbleiben, Haltmachen
განზღომა-ჲ	Sattwerden
განვრცომა-ჲ	Verbreitung, Ausbreitung
დამჴომა-ჲ	Niederfallen, Niederstürzen
თერმა-ჲ	Geldersatz
სულთ-თქუმა-ჲ	Stöhnen, Betrübnis
გამოთქუმა-ჲ	Aussprechen; Erzählen, Erklärung
უკუთქუმა-ჲ	Verneinen
თანაშერწყუმა-ჲ	Vereinen, Verbinden
ცუმა-ჲ	Anziehen, Kleiden
ჩამოხუმა-ჲ	Herabnehmen
დედისძმა-ჲ	Onkel (Bruder der Mutter)
ზედადასხმა-ჲ	Legen, Verwunden
შუაჴმა-ჲ	mit maßvoller Stimme
ორჴმა-ჲ	zweierlei Ansicht / Meinung
მათთანა-ჲ	ein bei ihnen Befindlicher
იესუსთანა-ჲ	Anhänger Jesus
თჳსთანა-ჲ	ein ihm Nahestehender
მოქრისტიანა-ჲ	Christin
დატკებნა-ჲ	Stampfen
ცებნა-ჲ	Wissen
წიგნა-ჲ	Büchlein
ზედადადგენა-ჲ	Festsetzen, Anordnen
მიმოგანფენა-ჲ	Verbreitung
უკურჩენა-ჲ	Gewinn, Profit
ღჭენა-ჲ	Knirschen; Knirschen
წარევნა-ჲ	Phantasieren, unklares Reden
შერევნა-ჲ	Vermischen, Vereinen, Durcheinanderbringen; Spaltung, Häresie; Vermischen, Vereinen, Durcheinanderbringen; Spaltung, Häresie
წუევნა-ჲ	Rufen, Einladen; Rufen, Einladen
დაწუევნა-ჲ	Einladen
ზედამიწევნა-ჲ	Verständnis, Weisheit
ვერწევნა-ჲ	Nichterreichenkönnen
კაც-პოვნა-ჲ	Erscheinen / Aussehen als Mensch
ვერპოვნა-ჲ	Nichtfindenkönnen
პლანინა-ჲ	Bergweide, Alpe
იერუსალჱმსშინა-ჲ	Jerusalemer
რღუნისწინა-ჲ	vor der Sintflut
ლაკნა-ჲ	Brett, Teller, Schüssel, Schale; Brett, Teller, Schüssel, Schale
სტამნა-ჲ	Krug; Krug
ჰავისზმნა-ჲ	Zaubern
მოშურნე-ქმნა-ჲ	Neid
მიზეზ-ქმნა-ჲ	Vorschützen, Vorgeben
კაცთ-ქმნა-ჲ	Erschaffung als Menschen
საკიცხელ-ქმნა-ჲ	Lächerlichmachen
უჟამო-ქმნა-ჲ	Unzeit, Ungelegenheit
უბიწო-ქმნა-ჲ	Reinigen, Läutern
პირ-ქმნა-ჲ	Machen, Tun
დასაწყის-ქმნა-ჲ	Beginnen
კაც-ქმნა-ჲ	Menschwerdung
თანამონა-ჲ	Mitbediensteter
უმოლხინესონა-ჲ	äußerste Besserung
ფსალმუნა-ჲ	Psalm
წყლითრღუნა-ჲ	Sintflut, Hochwasser
ხუეშნა-ჲ	Flehen, Gebet; Bote; Flehen, Gebet; Bote
მხალოა-ჲ	Speise aus grünem Gemüse
ქსოა-ჲ	Weben
გამოთხოა-ჲ	Bitten; Bitten
პურისთხოა-ჲ	Essenbetteln
გოსპა-ჲ	Kleidungsstück mit Fransen; Kleidungsstück mit Fransen
იადგარა-ჲ	Hymnensammlung; Gedenkschrift; Hymnensammlung; Gedenkschrift
მდიდარა-ჲ	reiche Frau
