მეერთისა	Pantokrator
დაყენებულობა-ჲ	Aufhalten; Ungläubigkeit
შეყენებულობა-ჲ	Umzingelung, Einschließung
შეგინებულობა-ჲ	Entehrung, Schändung, Schmähung
მოვლინებულობა-ჲ	Hersenden; Hersenden
ჩინებულობა-ჲ	Herbeirufen, Einladen, Festlegen, Erscheinen; Adel; Herbeirufen, Einladen, Festlegen, Erscheinen; Adel
წინაჲსწარჩინებულობა-ჲ	Vorherbestimmung
ქორწინებულობა-ჲ	Heirat; Heirat
მრავალქორწინებულობა-ჲ	Polygamie
განკანონებულობა-ჲ	Verurteilung; Festlegung; Verurteilung; Festlegung
დაღონებულობა-ჲ	Bedrücktheit
დაწუნებულობა-ჲ	Verpönen, Bemängeln
განპატიჟებულობა-ჲ	Bestrafung
აღსაარებულობა-ჲ	Eingeständnis, Bekenntnis
დაწყნარებულობა-ჲ	Beruhigung, Besänftigung, Ruhe; Beruhigung, Besänftigung, Ruhe
წინაჲსწარხარებულობა-ჲ	Vorauserkennen, Vorankündigung
დამკჳდრებულობა-ჲ	Ansiedlung, Besiedlung, Vererbung
განშორებულობა-ჲ	Entfernen; Entfernen
განცოფებულობა-ჲ	Torheit, Verrücktheit; Torheit, Verrücktheit
განლაღებულობა-ჲ	Frechheit, Dreistheit
ნათელღებულობა-ჲ	Taufe; Taufe
შემტკიცებულობა-ჲ	Befestigung, Verbindung, Festigkeit, Bestätigung; Befestigung, Verbindung, Festigkeit, Bestätigung
ღმრთივმონიჭებულობა-ჲ	Gottesgeschenk
სახისჩუენებით-ი სესხებულობა-ჲ	betrügerisches Geldverleihen
უცხონაკადულობა-ჲ	ungewöhnliches Fließen
მოქადულობა-ჲ	Prahlen, Drohen, Rühmen; Prahlen, Drohen, Rühmen
დედულობა-ჲ	Gegend / Heimat der Mutter, Name nach der Mutter
თანამოკიდულობა-ჲ	Hinzufügung
მზარდულობა-ჲ	Erziehung
ვეცხლისმოფარდულობა-ჲ	Silberhandel
წელიწდეულობა-ჲ	Jahr, Alter
ურვეულობა-ჲ	Not, Bedrängnis, Fürsorge; Not, Bedrängnis, Fürsorge
ძლეულობა-ჲ	Niederlage; Niederlage
მცირეჯამეულობა-ჲ	kurzes Verspäten
მიმოდაბნეულობა-ჲ	Zerstreutheit, Geistesabwesenheit; Zerstreutheit, Geistesabwesenheit
განბნეულობა-ჲ	Verstreuen, Verjagen; Verstreuen, Verjagen
ბორგნეულობა-ჲ	Wahnsinn; Wahnsinn
თანატკივნეულობა-ჲ	Mitgefühl
თუალტკივნეულობა-ჲ	Augenschmerzen
გულტკივნეულობა-ჲ	Belästigung
სნეულობა-ჲ	Krankheit, Kranksein, Siechtum; Krankheit, Kranksein, Siechtum
ფუფუნეულობა-ჲ	Luxusleben, Verwöhnen
უჩუეულობა-ჲ	Erlesenheit, Ungewöhnlichkeit
მიმთხუეულობა-ჲ	Begegnung
შერყეულობა-ჲ	Beben, Erschütterung, Absetzung; Beben, Erschütterung, Absetzung
გერშეულობა-ჲ	Narbe
ძოწეულობა-ჲ	Purpurfarbe
დათხეულობა-ჲ	Vergießen, Verschütten, Herunterwerfen
დაზულობა-ჲ	Zerrüttung, Auflösung, Zerstörung
უსართულობა-ჲ	Obdachlosigkeit, Dachlosigkeit
კეთილმორთულობა-ჲ	Schönheit
მითუალულობა-ჲ	Erhalten, Annehmen, übergeben
შემშჭუალულობა-ჲ	Verbindung, Verknüpfung, Durchdringung
თანადუნაკლულობა-ჲ	Mangellosigkeit
მამულობა-ჲ	Erbe, Vatererbe
მეწამულობა-ჲ	Röte
ფერმეწამულობა-ჲ	Röte
მიდგმულობა-ჲ	Vertrauen; Geschlechtsverkehr
პატივცემულობა-ჲ	Verehrung, Stellung, Amt; Verehrung, Stellung, Amt
თაყუანისცემულობა-ჲ	Verehrung
თქუმულობა-ჲ	Sagen, Sprechen
სახელგანთქუმულობა-ჲ	Ruhm, Berühmtheit; Ruhm, Berühmtheit
აღთქუმულობა-ჲ	Versprechen, Vereinbarung; Versprechen, Vereinbarung
მუცელქუმულობა-ჲ	Schwangerschaft
დანთქმულობა-ჲ	Verschlingen, Verschlungenwerden, Versenken, Versinken; Verschlingen, Verschlungenwerden, Versenken, Versinken
მორტყმულობა-ჲ	Kleiden
გართხმულობა-ჲ	Ausdehnen
განრთხმულობა-ჲ	Ausbreiten, Ausdehnen
ჴელთდასხმულობა-ჲ	Einsetzen, Festlegen
წარტყუენულობა-ჲ	Verwüstung, Gefangennahme
მიწევნულობა-ჲ	Erreichen, Erlangen, Hingelangen
ზედმიწევნულობა-ჲ	Wissen, Erkennen, Verstehen
მოწევნულობა-ჲ	Kommen, Erreichen
აღწევნულობა-ჲ	Emporheben, Aufsteigen; Emporheben, Aufsteigen
ქმნულობა-ჲ	Werk, Aussehen, Anblick, Muster; Werk, Aussehen, Anblick, Muster
შექმნულობა-ჲ	Machen, Schaffen; Werk; Machen, Schaffen; Werk
უცხოქმნულობა-ჲ	Entfernen
თავმოყუარულობა-ჲ	Stolz; Stolz
ვეცხლისუყუარულობა-ჲ	Geldverachtung
დაფარულობა-ჲ	Verbergen, Geheimnis; Verbergen, Geheimnis
მოხარულობა-ჲ	Freude
შთასრულობა-ჲ	Hinabsteigen
მისრულობა-ჲ	Hingehen
მოსრულობა-ჲ	Kommen
გამოხატულობა-ჲ	Darstellen
ურწყულობა-ჲ	Wasserlosigkeit; Wasserlosigkeit
უწყულობა-ჲ	Wasserlosigkeit
შიშულობა-ჲ	Nacktheit
ჴშულობა-ჲ	Schließen, Verschlossenheit
მრავალრჩულობა-ჲ	Vielgötterglaube, Polytheismus
მრავალმარცულობა-ჲ	Vielzahl an Körnern
სეფეწულობა-ჲ	Höflingsstand
ძმისწულობა-ჲ	Neffesein, Nichtesein
მართლმსაჯულობა-ჲ	gerechtes Gericht; gerechtes Gericht
მოსაჯულობა-ჲ	Streit, Richten
თანამოსაჯულობა-ჲ	Beistand bei einer Klageführung
ქადება-ტანჯულობა-ჲ	Drohung und Folter
სამფლობა-ჲ	Dreifaltigkeit
თავისუფლობა-ჲ	Freiheit, Befreiung; Adel; Freiheit, Befreiung; Adel
ჴელისუფლობა-ჲ	Beruf, Amt
წარბმაღლობა-ჲ	Hochmut, Stolz
გულფიცხლობა-ჲ	Grausamkeit, Hartherzigkeit; Grausamkeit, Hartherzigkeit
ჩჩჳლობა-ჲ	Kleinkindalter
რაბამობა-ჲ	Beschaffenheit, Eigenschaft
ერთბამობა-ჲ	Einheit
გრძელშენადგამობა-ჲ	Länge
თუალთშეუდგამობა-ჲ	Unerreichbarkeit (mit den Augen)
თუალშეუდგამობა-ჲ	Unerreichbarkeit
ელამობა-ჲ	Schielen, Krummheit
ძე-მამობა-ჲ	Modalismus, Monarchianismus, Sabellianismus; Modalismus, Monarchianismus, Sabellianismus
უმამობა-ჲ	Vaterlosigkeit
წუთჟამობა-ჲ	Kurzzeitigkeit
მრწემობა-ჲ	Jüngersein; Gehorsam
უგლიმობა-ჲ	Unverschämtheit
ელმობა-ჲ	Schielen, Krummheit; Schielen, Krummheit
ქცევა-მდგომობა-ჲ	Verhalten
წინამდგომობა-ჲ	Führung
შემდგომობა-ჲ	Folge, Reihenfolge; Folge, Reihenfolge
წინაშემდგომობა-ჲ	Reihenfolge
სიტყუათშემდგომობა-ჲ	folgerichtiger Redeaufbau
წინააღმდგომობა-ჲ	Widerstand
ნარდომობა-ჲ	Liegen
მიმომრდომობა-ჲ	Umherbewegen, Umherhasten; Umherbewegen, Umherhasten
მჴდომობა-ჲ	Feindschaft, Streit
მკრთომობა-ჲ	Gelüste
მცთომობა-ჲ	Fehler
მიმომცთომობა-ჲ	Umherlungern
ჰრომობა-ჲ	Römertum
უსმობა-ჲ	Unbotmäßigkeit
თანამოწმობა-ჲ	Bezeugen; Bezeugen
ახალჴმობა-ჲ	Neubenennung
უჴმობა-ჲ	Schweigen
წინადაცუეთილებისაგანობა-ჲ	Beschneidung
წინადაუცუეთელობისაგანობა-ჲ	Unbeschnittenheit
ძუელითგანობა-ჲ	Ursprung, Anfang
ზემოჲთგანობა-ჲ	Anfang
მისგანობა-ჲ	Zugehörigkeit
საცთურეანობა-ჲ	Irrtum, Falschheit
მრავალსაცთურეანობა-ჲ	große Verführung, große Gefahr
ქრისტეანობა-ჲ	Christentum; Christentum
ამპარტავანობა-ჲ	Hochmut, Stolz, überheblichkeit; Hochmut, Stolz, überheblichkeit
სახარულევანობა-ჲ	Freude; Freude
მჩივანობა-ჲ	Klage
ფრთოვანობა-ჲ	Besitz von Flügeln
ტჳრთიანობა-ჲ	Belastung
სისხლიანობა-ჲ	Blutvergießen
ძე-მამიანობა-ჲ	Modalismus, Monarchianismus, Sabellianismus
თმიანობა-ჲ	Haar
გუარიანობა-ჲ	Hochadel
საცთურიანობა-ჲ	Irrtum, Falschheit; Irrtum, Falschheit
ულვაშიანობა-ჲ	Schnurrbärtigkeit
წუთხიანობა-ჲ	Vereiterung
ჴორჴიანობა-ჲ	Laut, Geschrei
მანქანობა-ჲ	List, Tücke; List, Tücke
მიყდნობა-ჲ	Stützen, Anlehnen
რავდენობა-ჲ	Maß, Menge, Anzahl; Maß, Menge, Anzahl
ეგოდენობა-ჲ	solche Größe
ესოდენობა-ჲ	eine so große Zahl
ფრჩხილისოდენობა-ჲ	Winzigkeit
ჩუკენობა-ჲ	Feigheit, Onanie
ბრპენობა-ჲ	Blei, Bleimetall
ჴელოვნობა-ჲ	Meisterschaft, Handwerk, Beruf; Meisterschaft, Handwerk, Beruf
ჰავჴელოვნობა-ჲ	Schlechtigkeit, Bosheit, Bösartigkeit; Schlechtigkeit, Bosheit, Bösartigkeit
მაღლოვნობა-ჲ	Hochmut
ხუროვნობა-ჲ	Zimmermannsarbeit, Handwerk; Zimmermannsarbeit, Handwerk
მოლაზნობა-ჲ	Mönchsein, Nonnesein, Mönchwerden, Nonnewerden; Mönchsein, Nonnesein,
უაზნობა-ჲ	Sklaverei, Unfreiheit
ვინობა-ჲ	Herkunft; Herkunft
მრავალქორწინობა-ჲ	häufiges Heiraten
თარგმნობა-ჲ	übersetzen, Kommentieren; übersetzen, Kommentieren
ჳპატიონობა-ჲ	Stellung eines Hypatios (byz. Titel)
დიაკონობა-ჲ	Arbeit als Diakon
კერძოდიაკონობა-ჲ	Hypodiakonenamt
მთავარდიაკონობა-ჲ	Amt des Archidiakons
მეთეატრონობა-ჲ	Theaterliebe
ლიტონობა-ჲ	Einfachheit, Schlichtheit
მარზაპნობა-ჲ	Amt des Provinzverwalters in Persien
ხარჭოსნობა-ჲ	Besitz einer Nebenfrau
სიტყუამეტნობა-ჲ	Geschwätzigkeit
უმეტნობა-ჲ	Mäßigkeit
მებოსტნობა-ჲ	Gemüseanbau
თანაცნობა-ჲ	Verstehen, Erfahren
წინაცნობა-ჲ	Vorauserkennen, Vorausbegreifen
მეცნობა-ჲ	Verstehen, Begreifen; Verstehen, Begreifen
წინაჲთცნობა-ჲ	Vorauserkennen, Vorausempfinden
მართლცნობა-ჲ	richtiges Verstehen
წინაჲსწარცნობა-ჲ	Vorauserkennen, Vorauserfahren
მეღჳნობა-ჲ	Sauferei; Sauferei
უღჳნობა-ჲ	Verbot des Weintrinkens
უმჴნობა-ჲ	Furchtsamkeit, Feigheit; Furchtsamkeit, Feigheit
საზოგადოობა-ჲ	Allgemeinheit, öffentlichkeit
საღელვოობა-ჲ	Aufregung, Betrübnis
უღელვოობა-ჲ	Ruhe, Friedlichkeit
საღმრთოობა-ჲ	Göttlichkeit
სამღდელოობა-ჲ	Priesterschaft
უსამართლოობა-ჲ	Ungerechtigkeit; Ungerechtigkeit
საუფლოობა-ჲ	Göttlichkeit
მაღლოობა-ჲ	Hochmut; Hochmut
დაუსაბამოობა-ჲ	Anfangslosigkeit; Anfangslosigkeit
თანადაუსაბამოობა-ჲ	Anfangslosigkeit, Ewigkeit; Anfangslosigkeit, Ewigkeit
წუერგამოობა-ჲ	Bartsprießen, Reifwerden
უჟამოობა-ჲ	Unzeitigkeit, Ungelegenheit; Unzeitigkeit, Ungelegenheit
უნუგეშინისცემოობა-ჲ	Trostlosigkeit, Verzweiflung
უსაზომოობა-ჲ	Maßlosigkeit
უდაბნოობა-ჲ	Einöde, unbesiedelte Gegend; Einöde, unbesiedelte Gegend
უთნოობა-ჲ	Unreinheit, Abscheulichkeit
სასიკუდინოობა-ჲ	Todesgefahr, Tödlichkeit
საწყინოობა-ჲ	überdrüssigsein, überdrüssigwerden
უჩინოობა-ჲ	Unsichtbarkeit, Verborgenheit; Unsichtbarkeit, Verborgenheit
საუკუნოობა-ჲ	ewiges Leben, Ewigkeit; ewiges Leben, Ewigkeit
უმჴნოობა-ჲ	Furchtsamkeit, Feigheit
უცხედროობა-ჲ	Wachsamkeit, Ungebettetheit
საჭიროობა-ჲ	Notwendigkeit; Notwendigkeit
სასოობა-ჲ	Hoffnung; Hoffnung
სამარადისოობა-ჲ	Ewigkeit; Ewigkeit
სამეუფოობა-ჲ	Königshof
პირმშოობა-ჲ	Erstgeburt; Erstgeburt
უანდერძოობა-ჲ	Testamentslosigkeit
ოთხკერძოობა-ჲ	Viereckigkeit
ზუხოობა-ჲ	Fröhlichkeit
სწორპატიჟობა-ჲ	gleiche Bestrafung
მომკუდარობა-ჲ	Tod, Sterben
შემხედვარობა-ჲ	Hoffnung
სატკივარობა-ჲ	Schmerz
უტკივარობა-ჲ	fehlendes Mitleid
მტყუვარობა-ჲ	Lügen
სიტყუამტყუვარობა-ჲ	Lüge
უზარობა-ჲ	Fleiß
ესევითარობა-ჲ	solche Art
ზიარობა-ჲ	Teilnahme, Anteilnahme, Gleichheit, Gleichgesonnenheit, Teilnahme; Teilnahme, Anteilnahme, Gleichheit, Gleichgesonnenheit, Teilnahme an der hl. Kommunion / am hl. Abendmahl
დევტალარობა-ჲ	Amt des Stellvertreters des Leiters / Bischofs / Abts
მომყმარობა-ჲ	Hunger
საჴმარობა-ჲ	Verwenden, Brauchen
მოცინარობა-ჲ	Lachen; Lachen
სტუმართმოყუარობა-ჲ	Gastfreundschaft; Gastfreundschaft
შემწუარობა-ჲ	Verbranntheit
მყეფარობა-ჲ	Bellen
მოფიცარობა-ჲ	Meineidschwören
თანამოფიცარობა-ჲ	Sichverschwören
ნებისაებრობა-ჲ	Willkür
ძალისაებრობა-ჲ	Vermögen, Imstandesein
სხუებრობა-ჲ	Unterschied, Verschiedenheit
ცუდადმზუაობრობა-ჲ	Hochmut, Stolz
თანამჴედრობა-ჲ	Kampfgefährtenschaft
მდიდრობა-ჲ	Reichtum; Reichtum
თანამკჳდრობა-ჲ	Zusammenleben, Beischlaf
საერობა-ჲ	Staatskasse
მშჳნვიერობა-ჲ	Atmen
ნივთიერობა-ჲ	Materialität; Materialität
ღმრთისამიერობა-ჲ	Göttlichkeit
ზომიერობა-ჲ	Mäßigkeit; Mäßigkeit
საქმიერობა-ჲ	Eigentumsklage
პირშუენიერობა-ჲ	Schönheit; Schönheit
ქონიერობა-ჲ	Besitz, Habe, Reichtum; Besitz, Habe, Reichtum
წესიერობა-ჲ	Ordnung, Reihenfolge, Gesetzlichkeit
მაქუსიერობა-ჲ	Besitz, Habe, Reichtum; Besitz, Habe, Reichtum
მტიერობა-ჲ	Glatzköpfigkeit
ნაყოფიერობა-ჲ	Fruchtbarkeit; Fruchtbarkeit
თითოფერობა-ჲ	Unterschiedlichkeit; Unterschiedlichkeit
ცეცხლისფერობა-ჲ	Röte
მწუანისფერობა-ჲ	Grün
ოქროჲსფერობა-ჲ	Goldfarbe
ქუეყანითმომღერობა-ჲ	Wahrsagen aus der Erde
სიტყჳერობა-ჲ	Reden, Redekunst, Sprache; Reden, Redekunst, Sprache
მეოთხედმთავრობა-ჲ	Tetrarchie
მამათმთავრობა-ჲ	Erzbischofsamt
ღმერთმთავრობა-ჲ	göttliche Macht
უმშჯავრობა-ჲ	Ungerechtigkeit; Ungerechtigkeit
მრავალბევრობა-ჲ	Vielzahl, Menge
მოუქცევრობა-ჲ	Unumkehrbarkeit
მრავალნაწევრობა-ჲ	Festigkeit
სიტყუამჭევრობა-ჲ	Redekunst, Rhetorik
მტყუვრობა-ჲ	Lügen; Lügen
უსაზღვრობა-ჲ	Grenzenlosigkeit; Grenzenlosigkeit
თეთრობა-ჲ	weiße Farbe
საკუთრობა-ჲ	Zugehörigkeit, Eigenschaft; Zugehörigkeit, Eigenschaft
ქველპირობა-ჲ	guter Rat
პირისპირობა-ჲ	Unmittelbarkeit
სიტყუადუხჭირობა-ჲ	Lästerung
პადიმრობა-ჲ	Gefangennahme
საჴმრობა-ჲ	Bedarf
ჰავმოისრობა-ჲ	Fehlschießen mit dem Pfeil
მონასტრობა-ჲ	Klosterleben
მსტრობა-ჲ	Beobachten, Spähen, Spionieren; Beobachten, Spähen, Spionieren
მესძეურობა-ჲ	Säugen
მეთევზურობა-ჲ	Fischfang
სოფლურობა-ჲ	Weltlichkeit, Irdischkeit, Leben auf nichtkirchliche Art
გარემეღამურობა-ჲ	übernachten im Freien
თანამოსუმურობა-ჲ	Fest, Zecherei, Gelage
საზეპურობა-ჲ	Erlesenheit
ზედამსტურობა-ჲ	Aufsicht
ტყირბისმსტურობა-ჲ	Wahrsagerei aus der Leber, Eingeweideschau
ღჳძლისმსტურობა-ჲ	Leberschau, Leberorakel
მძღურობა-ჲ	Führung
მჴედართმძღურობა-ჲ	Feldherrenamt
წინამოძღურობა-ჲ	Führung
უმოძღურობა-ჲ	Lehrerlosigkeit
მემახურობა-ჲ	Fallenstellen, Heimtücke
მტკუეფრობა-ჲ	überziehen, Bedecken
უწინამძღრობა-ჲ	Lehrerlosigkeit, Führerlosigkeit
წინადაპყრობა-ჲ	Besitz, Herrschaft
ჴელაპყრობა-ჲ	Erheben der Hände
ჴელისაპყრობა-ჲ	Hilfe, Unterstützung
ჴელითპყრობა-ჲ	Führung mit der Hand
აღჳრთპყრობა-ჲ	Führen, Leiten
ყურისმიპყრობა-ჲ	Anhören
ჴელპყრობა-ჲ	Anfassen, Helfen
წინასწრობა-ჲ	Zuvorkommen, überholen
მისწრობა-ჲ	rechtzeitiges Hingelangen
მოსწრობა-ჲ	überholen
წინამოსწრობა-ჲ	überholen
წინაწარსწრობა-ჲ	überholen
მარტჳრობა-ჲ	Martyrium; Martyrium
უაღჳრობა-ჲ	Zügellosigkeit
უსაყოველთაესობა-ჲ	größte Allgemeinheit
უცხადესობა-ჲ	große Klarheit
უდიდესობა-ჲ	Mehrheit, Führung, führende Größe
უწმიდესობა-ჲ	größte Reinheit
უნარჩევესობა-ჲ	schlechteste Situation
უმდაბლესობა-ჲ	äußerste Kleinheit
უმახლობელესობა-ჲ	äußerstes Nahestehen
უპირველესობა-ჲ	frühere Existenz
უსასურველესობა-ჲ	äußerste Erwünschtheit
უუცთომელესობა-ჲ	größte Wahrheit
უსაშინელესობა-ჲ	äußerste Gefahr
უძუელესობა-ჲ	hohes Alter
უტკბილესობა-ჲ	starke Süße
უგანგრძობილესობა-ჲ	längere Dauer
უადვილესობა-ჲ	Leichtigkeit
უწარჩინებულესობა-ჲ	herausragende Größe
უსრულესობა-ჲ	Vollständigkeit, Vollkommenheit
უმკჳრცხლესობა-ჲ	äußerste Schnelligkeit
უმრწემესობა-ჲ	Jüngersein, Gehorsam
უმძიმესობა-ჲ	äußerste Schwierigkeit, äußerste Grausamkeit
უნაკლულევანესობა-ჲ	schlechtere Lage
უგულსმოდგინესობა-ჲ	höchste Bereitwilligkeit
უმოლხინესობა-ჲ	äußerste Besserung
უპატიოსნესობა-ჲ	überaus große Kostbarkeit / Verehrungswürdigkeit
უსაღმრთოესობა-ჲ	überaus große Heiligkeit
უსაჩინოესობა-ჲ	Deutlichkeit, Klarheit
უდარესობა-ჲ	Geringheit, Minderheit
უკაცთმოყუარესობა-ჲ	überaus große Menschenfreundlichkeit
უძლიერესობა-ჲ	übergroße Stärke
უმძლავრესობა-ჲ	äußerste Stärke
უსაკუთრესობა-ჲ	Erlesenheit
უფროჲს-უმცირესობა-ჲ	Mehr- oder Minderheit
უუძლურესობა-ჲ	überaus große Schwäche
უმოძღურესობა-ჲ	äußerste Klugheit
უჭეშმარიტესობა-ჲ	größte Wahrheit
უსუბუქესობა-ჲ	Leichtigkeit, Leichtheit
დღესობა-ჲ	heutige Zeit, Moderne
უბილწესობა-ჲ	Unreinheit, große Verworfenheit
სამარადისობა-ჲ	Ewigkeit
მთავარმამასახლისობა-ჲ	Amt des Oberabts
საჭურისობა-ჲ	Eunuchentum
დიდფასისობა-ჲ	Teuerung, Teuerkeit
ენკრატისობა-ჲ	Nonnentum
პოტირიტისობა-ჲ	Vertretung
კომსობა-ჲ	Dienst am Königshof und für den Staat
სჳნკლიტიკოსობა-ჲ	Amt eines Senatsmitglieds
მიმოსობა-ჲ	Mimen, Nachahmen
ებისკოპოსობა-ჲ	Bischofsamt; Bischofsamt
მთავარებისკოპოსობა-ჲ	Amt des Erzbischofs; Amt des Erzbischofs
საეპისკოპოსობა-ჲ	Bischofsstadt, Bistum
მაგისტროსობა-ჲ	Würde des Magistros
ეპარხოსობა-ჲ	Stellvertretung des Königs
თანაარსობა-ჲ	Ewigkeit, Einheit
კეთილარსობა-ჲ	geordnetes Leben, ordentliches Leben
უარსობა-ჲ	Nichtexistenz
ღირსობა-ჲ	Würde, Ehre; Würde, Ehre
ხუცსობა-ჲ	Priesterschaft
უმჯობჱსობა-ჲ	übertreffen
უპირადჱსობა-ჲ	Führerschaft, überlegenheit
უმოლხინჱსობა-ჲ	äußerste Besserung
უმეტჱსობა-ჲ	Mehrheit, überlegenheit
პეტობა-ჲ	Fürstenamt
დრკუობა-ჲ	Heimtücke
წყლტუობა-ჲ	Kahlköpfigkeit
უიეფობა-ჲ	Unbilligkeit
თანამყოფობა-ჲ	Zusammenleben, Unterstützen; Zusammenleben, Unterstützen
მოწფობა-ჲ	Schülersein
პატრეაქობა-ჲ	Patriarchenamt
დედაქალაქობა-ჲ	Hauptstadt, Hauptstadtstatus
ქსენადოქობა-ჲ	Herbergsleitung
ქსენადუქობა-ჲ	Herbergsleitung; Herbergsleitung
უულვაშობა-ჲ	Schnurrbartlosigkeit
ფარაშობა-ჲ	Hausdienst
შამუშობა-ჲ	Erregung, Aufregung
სრულმამაკაცობა-ჲ	Mannesreife
მრავალკაცობა-ჲ	Friedhof
ნატაცობა-ჲ	Rauben, Entführen
სამკეცობა-ჲ	Dreifachheit
ორკეცობა-ჲ	Verdoppelung, Schwanken
ლეყეცობა-ჲ	Streit
ფიცობა-ჲ	Schwören; Schwören
ცილფიცობა-ჲ	Schwören eines Meineids; Schwören eines Meineids
ცრუფიცობა-ჲ	Schwören eines Meineids; Schwören eines Meineids
ერთჴორცობა-ჲ	Einigkeit, Einheit
ცილფუცობა-ჲ	Schwören eines Meineids
უღუაწობა-ჲ	Verwahrlosung, Mangel, Armut
ლირწობა-ჲ	Unreinheit, Unordentlichkeit
ჭელჭობა-ჲ	Sparsamkeit, Geiz
თანაგანმზრახობა-ჲ	Verhandlung, übereinkommen
მომზრახობა-ჲ	Reden, Sprechen; Reden, Sprechen
ცუდმოზრახობა-ჲ	Lügen
პასუხობა-ჲ	Antworten
მზაპასუხობა-ჲ	Etymologie
ურიცხობა-ჲ	Unzähligkeit; Unzähligkeit
მორცხობა-ჲ	Schüchternheit
უმარჯობა-ჲ	Ungeschicklichkeit; Ungeschicklichkeit
თანასრბა-ჲ	Begleiten
წინასრბა-ჲ	überholen, zu frühes Kommen
მისრბა-ჲ	Hinrennen
მოსრბა-ჲ	Herrennen, Herlaufen
წინამოსრბა-ჲ	überholen
თანაწარსრბა-ჲ	Vorbeirennen, Vorüberrennen
წუმწუბა-ჲ	Schwefel; Schwefel
ერთკერძო-ჲ და-ჲ	Halbschwester
ველისზედა-ჲ	Nomade
ნაფურცლისზედა-ჲ	Traubenpflückrest
ქუეყანისზედა-ჲ	irdisch, auf der Erde lebend
მცირედა-ჲ	sehr klein
დაჭედა-ჲ	Schmieden
ფერწმიდა-ჲ	von reiner Farbe
ჴორცწმიდა-ჲ	angenehm, mit reiner Haut
განსყიდა-ჲ	Verkaufen
მანდა-ჲ	dortig
პატიჟის-მიჴდა-ჲ	Bestrafen
სიტყჳს-მიჴდა-ჲ	Rechenschaftslegung
სესხის მოჴდა-ჲ	Zurückforderung geliehenen Geldes
თანაწარჴდა-ჲ	Sichvomhalsschaffen
მცირეა-ჲ	sehr klein; sehr klein
ესეა-ჲ	er / sie / es
ვა-ჲ	Weh
კუებვა-ჲ	Ernährung
ზედხედვა-ჲ	Aussehen, Anblick
ზედამიხედვა-ჲ	Nachsehen, Beaufsichtigen
უკუნზიდვა-ჲ	Zurückziehen, Zurückzerren
მისყიდვა-ჲ	Verkauf
მშჳლდვა-ჲ	Schießen mit Pfeil und Bogen
სარბევა-ჲ	Laufen, Rennen
მოკუმევა-ჲ	Beweihräuchern
შესუმევა-ჲ	Trinkenlassen, Tränken
მიმოგანბნევა-ჲ	Verstreuen
ქმნევა-ჲ	Machenlassen
შეცურევა-ჲ	Abkühlung
მოცურევა-ჲ	Pflücken, Sammeln
თანააღრევა-ჲ	Vermischen
ღრღუევა-ჲ	Zerstören
წინააღრჩევა-ჲ	Auslese, Auswahl
კუალადქცევა-ჲ	Umwendung, Zurückwendung
კეთილადქცევა-ჲ	Schnelligkeit
უკუანქცევა-ჲ	Rückkehr
უკუნქცევა-ჲ	Zurückkehren, Zurückschicken, Zurückgeben, Zurückweichen
ზურგუკუნქცევა-ჲ	Umdrehen, Umkehr
ზურგუკუქცევა-ჲ	Umdrehen, Umkehr, Zuwenden des Rückens
გამოძევა-ჲ	Untersuchen, Herausfinden, Ermitteln
საკურთხევა-ჲ	Segnen
თანაშეთხზვა-ჲ	Vereinen
აღშფოთვა-ჲ	Empörung, Erregung
წინაგანმართვა-ჲ	Belehrung
პურისრთვა-ჲ	Einladen
მიდამომალვა-ჲ	Sichverstecken an verschiedenen Orten
ჩათუალვა-ჲ	Zählen
შემშჭუალვა-ჲ	Verbinden, Verknüpfen, Durchdringen
ნათლვა-ჲ	Taufen
თანახილვა-ჲ	Sehen, Erblicken
ზეგარდამოხილვა-ჲ	Herabblicken
ძჳრისხილვა-ჲ	Bosheit
გემოჲსხილვა-ჲ	Kosten, Essen
ზეაღხილვა-ჲ	Hinaufsehen, Emporsehen
კაცის-კლვა-ჲ	Töten, Mord
წამლვა-ჲ	Vergiften, Verzaubern
მიწდოლვა-ჲ	Verstehen
შელტოლვა-ჲ	Hineinrennen, Zufluchtsuchen
მივლტოლვა-ჲ	Flucht
განვლტოლვა-ჲ	Entfliehen, Flucht
მოლტოლვა-ჲ	rasches Herkommen, Sichaufdrängen
მსხუერპლვა-ჲ	Opfern
გზის-სლვა-ჲ	Reisen
ზედამოსლვა-ჲ	Kommen, Angreifen
თანაშთამოსლვა-ჲ	Herabkommen
უკმოსლვა-ჲ	Rückkehr, Umkehr
ნავისსლვა-ჲ	Schiffahrt
მირულვა-ჲ	Einschlummern
ნავღულვა-ჲ	Erbitterung, Verbitterung
შერჩულვა-ჲ	Lehren, Unterrichten, Unterweisung
შეუღლვა-ჲ	Verbindung, Verknüpfung
მოსხლვა-ჲ	Beschneiden (der äste)
მოკუფხლვა-ჲ	Pflücken
განკაზმვა-ჲ	Vorbereiten
ძღუანვა-ჲ	Wegsenden; Führen
წინაძღუანვა-ჲ	Führung
წარძღუანვა-ჲ	Begleitetwerden, Weggehen
წინაწარძღუანვა-ჲ	Führung
კუთნვა-ჲ	Einheit, Gruppe
კუმინვა-ჲ	Stöhnen, ächzen
ჟრუნვა-ჲ	Schaudern, Schauder
რჩუნვა-ჲ	Beschlagen, Verzieren
